feature,shap_value,feature_value,stock,sample_idx
Returns_1d,-0.00040901589090935886,0.0103612790443587,ACI,4
RSI_14,0.0003972389968112111,81.6708094671998,ACI,4
BB_Position,-0.0003619739436544478,0.8775822548376607,ACI,4
BB_Width,-0.00035367984673939645,85.75747293506134,ACI,4
BB_Lower,-0.0003346647717989981,479.5907635324692,ACI,4
MACD,-0.00030377774965018034,16.939777011210936,ACI,4
SMA_200,0.0002977431286126375,461.4852,ACI,4
MACD_Signal,-0.000250698474701494,14.314355440746535,ACI,4
Returns_5d,0.0005916512016373222,0.0929457602788885,BANKASIA,0
Volatility_60d,0.000572528140456165,0.2763030800534688,BANKASIA,0
Returns_20d,0.00045377425497200065,0.0093267682984565,BANKASIA,0
RSI_14,0.0002604033205586636,73.11285029033075,BANKASIA,0
SMA_100,-0.00022384865377467634,197.004,BANKASIA,0
Volume_SMA_20,-0.000222112342599405,533915.25,BANKASIA,0
EMA_50,-0.00021737812241958869,201.2686820737881,BANKASIA,0
BB_Position,0.00017188307851178635,0.9811499789874492,BANKASIA,0
SMA_200,-0.00016213366164250268,197.80815,BANKASIA,0
SMA_10,0.00013416994402937692,200.933,BANKASIA,0
SMA_10,-0.00043475861462180125,185.479,BANKASIA,1
Returns_5d,0.00038169455575689376,-0.0121307729967906,BANKASIA,1
RSI_14,0.00027085337317074077,48.58452413049338,BANKASIA,1
Volatility_60d,-0.000268192856866481,0.2313545481409484,BANKASIA,1
Volume_SMA_20,0.00019990656014058422,502068.05,BANKASIA,1
SMA_100,0.00014165699440948955,193.0588,BANKASIA,1
Volume_Ratio,0.00011172648141255672,1.9415356145446816,BANKASIA,1
BB_Position,-9.6134362815658e-05,0.128242260061635,BANKASIA,1
EMA_50,7.98636876047719e-05,187.49216620531735,BANKASIA,1
Returns_20d,5.152773193157047e-05,-0.047469184369263,BANKASIA,1
Volatility_60d,-0.0006899413901897229,0.2073055165844188,BANKASIA,2
Log_Returns,-0.00024030202151221328,-0.0239274880705593,BANKASIA,2
Returns_5d,-0.00023337636682954253,-0.037899935580846,BANKASIA,2
SMA_100,0.00021269126610528563,201.81800000000004,BANKASIA,2
SMA_10,0.00013426181535592985,184.317,BANKASIA,2
Returns_1d,-0.0001167020096573716,-0.0236434953148834,BANKASIA,2
ATR_14,-0.00010178377483363929,3.135714285714286,BANKASIA,2
EMA_50,9.146928599262861e-05,192.51677319137016,BANKASIA,2
SMA_50,8.988590481797284e-05,192.6154,BANKASIA,2
MACD_Signal,8.65333304989006e-05,-3.128181023299106,BANKASIA,2
Returns_5d,0.0006779394355929209,0.0072163956509188,BANKASIA,3
RSI_14,-0.00048009307928063177,36.10744165565833,BANKASIA,3
Returns_20d,-0.0004784972704347896,0.0151280062063614,BANKASIA,3
SMA_100,0.0003707514682559699,231.1016,BANKASIA,3
SMA_10,-0.00034009317396926995,210.952,BANKASIA,3
Volatility_60d,-0.00018298076684193686,0.2392423690981091,BANKASIA,3
EMA_50,0.00016981903815817167,217.42900576031545,BANKASIA,3
SMA_5,0.0001568518538745384,208.21,BANKASIA,3
Volatility_30d,-0.00012819236415271737,0.2424328942297063,BANKASIA,3
Volume_SMA_20,-9.743140081416293e-05,510327.75,BANKASIA,3
SMA_100,0.00037349982875223064,232.6371,BANKASIA,4
SMA_10,-0.00031088953181299144,212.4,BANKASIA,4
Volume_SMA_20,-0.0003065195811199741,542157.6,BANKASIA,4
Volatility_60d,-0.00024324952997778872,0.2389473785098157,BANKASIA,4
EMA_50,0.00014006345462449666,218.53816575671365,BANKASIA,4
Volatility_30d,-0.00011150004388373557,0.2498301755300783,BANKASIA,4
BB_Position,-9.608211255814792e-05,0.3035406185660774,BANKASIA,4
EMA_12,-8.374925883047524e-05,210.97923230903703,BANKASIA,4
MACD_Signal,6.632842958982421e-05,-2.272352749763788,BANKASIA,4
Returns_5d,-6.051108774917291e-05,-0.0352859135285913,BANKASIA,4
Returns_20d,0.0005050752562362847,-0.046845605574839,BATBC,0
Returns_5d,0.0003538359186718001,-0.014843215117075,BATBC,0
Volume_SMA_20,0.00031116985842564093,540049.7,BATBC,0
RSI_14,0.00014432748317388597,28.687660087388835,BATBC,0
SMA_100,-0.00012587128822234378,366.8216,BATBC,0
Volume_Ratio,0.00011181873447640132,0.5750415193268323,BATBC,0
BB_Position,9.757596276019039e-05,0.1432079196029202,BATBC,0
EMA_50,-8.23670274429586e-05,376.6187121358564,BATBC,0
EMA_26,-7.889303457312113e-05,375.4607085352119,BATBC,0
Log_Returns,-7.698858560261768e-05,-0.0135842393707904,BATBC,0
Returns_20d,0.0004926213619508687,-0.0895670729924873,BATBC,1
BB_Width,-0.00045556904258768204,81.96793547674281,BATBC,1
Volume_SMA_20,-0.00033950506593685746,445042.75,BATBC,1
BB_Upper,-0.00029389936934295317,378.3404677383714,BATBC,1
RSI_14,0.00024283721462976067,13.650349650349582,BATBC,1
